id,admin_equipment,lot,type_1,type_2,type_3,generic_name,quantity,brand,model,serial_number,commissioning_year,served_zones,status,photoPlaque,type_name
-NLLtuQKmA7K70p5ok5_.-NMdX8WNWoQ5Zl-BQowd.-NifBC1I5EoTaLVExqGj,-L6SNOx7KWmaNoULCSsI,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-L6SNOx7KWmaNoULCSsI,,Climatiseur,1,Hitachi,,,01/01/2021,,,Equipements/-NLLtuQKmA7K70p5ok5_/-NMdX8WNWoQ5Zl-BQowd/-NifBC1I5EoTaLVExqGj/photoPlaque/20240122_105300338_gPO7RkWebve8Auvctm16xanzF3e2_Photo.jpg,Système de climatisation
-MK_4wY-2XeWHV2p4dZf.-MLDoz8DoBXBS8JH1Xn6.-MNTSCzxUBBV58B5Ayau,-MHGmd2k274sFDJPeA0l,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-MHGmd2k274sFDJPeA0l,,Unité extérieure,1,Toshiba,,,01/01/1990?,,En service,Equipements/-MK_4wY-2XeWHV2p4dZf/-MLDoz8DoBXBS8JH1Xn6/-MNTSCzxUBBV58B5Ayau/photoPlaque/20201201_131952009_XzWe2MktHyMCE2Ko28Ox9gNBAxr1_Photo.jpg,Système de climatisation
-NNvo7RS8kCwysTl3wqi.-NP3HpJsPuaxVlqLRYXT.-NSQXw4FaF3i8E17r2fl,-L6SNK9ey-lcjC4w8EOE,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-L6SNK9ey-lcjC4w8EOE,,VRV - Unité extérieure,,CARRIER,HFC-410A,889AO036,2018,,En service,Equipements/-NNvo7RS8kCwysTl3wqi/-NP3HpJsPuaxVlqLRYXT/-NSQXw4FaF3i8E17r2fl/photoPlaque/20230407_114852012_zCtXKr8r4wgIbUo6CSdVR4NjJ7F3_Photo.jpg,Système de climatisation
-NZPmWIDpTepAiKOSn-a.-N_dKXwYjADcRUT_AlZp.-NkVPNeCRl6UWNTU4xOq,-MHGmd2k274sFDJPeA0l,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-MHGmd2k274sFDJPeA0l,,Unité extérieure,1,TOSHIBA,RAV-GM561ATP-E,02500184,2020,Toiture,En service,Equipements/-NZPmWIDpTepAiKOSn-a/-N_dKXwYjADcRUT_AlZp/-NkVPNeCRl6UWNTU4xOq/photoPlaque/20231205_084021378_PDFK2i1oi2OY0NH5JJM2dva9T5W2_Photo.jpg,Système de climatisation
-NHPurCh7P5Qz0iTwnzZ.-NHPvYt-p2g8tlTWNLze.-NICoT_HE52_oitjhL8m,-L6SNK9ey-lcjC4w8EOE,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-L6SNK9ey-lcjC4w8EOE,,VRV - Unité extérieure,1,DAIKIN,REYQ10P8Y1B,7101641,2011,,En service,Equipements/-NHPurCh7P5Qz0iTwnzZ/-NHPvYt-p2g8tlTWNLze/-NICoT_HE52_oitjhL8m/photoPlaque/20221201_131402097_IqFZYCIRzOXr7XQUB1vQWzYD49z1_Photo.jpg,Système de climatisation
-NIkuJyxKrs0kuPvNBaq.-NNgA_c_XqyShsVuNckO.-Nj84G6_v-SflhghtM_b,-LmengAraY6QMveFAGaK,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-LmengAraY6QMveFAGaK,,Climatiseur multi-split,1,FUJITSU,AOYG30LAT4,TO20898,,"3
bureaux ",En service,Equipements/-NIkuJyxKrs0kuPvNBaq/-NNgA_c_XqyShsVuNckO/-Nj84G6_v-SflhghtM_b/photoPlaque/20231113_152825465_YLVhCYhRPIXBISaq6eZTT5Ulvzx1_Photo.jpg,Système de climatisation
-NOyke_Dfo_vZ-aN2tEU.-NOz3T_5a_qiSDE710Mf.-NRgoAbT1yAbKg1B6PHW,-L6SNK9ey-lcjC4w8EOE,-L6W1C0X9zmAZC-JClDm,-L6SNIJ6-2j6-17fnheD,-L6SNK9ey-lcjC4w8EOE,,VRV - Unité extérieure,2,DAIKIN,REYQ10UTY1B,2001360,2020,,En service,Equipements/-NOyke_Dfo_vZ-aN2tEU/-NOz3T_5a_qiSDE710Mf/-NRgoAbT1yAbKg1B6PHW/photoPlaque/20230329_100150713_2gVVrAEgxdTvTNqlFE3g1f2bRG33_Photo.jpg,Système de climatisation
-MZs75Hx5onY0MzYtvRr.-M_Uj4Z5sEV934SewoO9.-M_VysFL7JgC4T4wjNNe,-L6W1CQs4rDtvyfhdSUI,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CQs4rDtvyfhdSUI,,VMC simple flux,1,ALDES,SEKOIA ,4M720200,2010,Sanitaires,En service,Equipements/-MZs75Hx5onY0MzYtvRr/-M_Uj4Z5sEV934SewoO9/-M_VysFL7JgC4T4wjNNe/photoPlaque/20210610_142443187_uxUxt2trPeOpkakHr0TqIZr5Srf2_Photo.jpg,Ventilateur mécanique
-M3g0GpL2_nMS22M6RNX.-M3upLUTKwYWG1G7-lEx.-MOpnnUiMIdW7yfSE-7t,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,siemens,1LA7166-4AA60,0019037-0370-0005,2003,,En service,Equipements/-M3g0GpL2_nMS22M6RNX/-M3upLUTKwYWG1G7-lEx/-MOpnnUiMIdW7yfSE-7t/photoPlaque/20201218_122508722_rvaVSSCNs6NeNaz6ECXkiGFulwy1_Photo.jpg,Ventilateur mécanique
-MiMJETQ8H-pSy7C_446.-MiaTkIbacouVDKUUrTE.-Mk24QVj0cx0ZIFKliNz,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,,,,2008,,En service,Equipements/-MiMJETQ8H-pSy7C_446/-MiaTkIbacouVDKUUrTE/-Mk24QVj0cx0ZIFKliNz/photoPlaque/20211019_130023415_LUzSOcLi5cTqGstjvsL3QHv62zI2_Photo.jpg,Ventilateur mécanique
-O-ttl4wtZj4K9cBgO8T.-O084ESYq_fegBd0TglP.-O0EKMdwb7NikncPhEUg,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,VIM,KDTR F400-280-2705-G,A00008787,2023,,En service,Equipements/-O-ttl4wtZj4K9cBgO8T/-O084ESYq_fegBd0TglP/-O0EKMdwb7NikncPhEUg/photoPlaque/20240625_141913936_YMW7a2ZKIfVAxFRAq9nvOQg9pkp2_Photo.jpg,Ventilateur mécanique
-M1jTpuRyh3EYCABu-ea.-M22yMbiMaKvPiO_EgBW.-M5fy74gICsn2gnZIIl0,-L6SNFxpdqo1MAwMj0gT,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,,,Ventilateur mécanique,1,LEAU,NJM 201,,,,Standby,Equipements/-M1jTpuRyh3EYCABu-ea/-M22yMbiMaKvPiO_EgBW/-M5fy74gICsn2gnZIIl0/photoPlaque/20200424_113636511_vE8zaBf7tCOuO823vhFAo8W0CUL2_Photo.jpg,Ventilateur mécanique
-Ly_R7VoSh0H9LaaI4c2.-LynT0qeVKv5av552jDT.-Lyzct48seUdLNwiexYj,-LeWLEWEghc1DF6-9OV4,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-LeWLEWEghc1DF6-9OV4,,Insufflateur,1,,,,,,En service,Equipements/-Ly_R7VoSh0H9LaaI4c2/-LynT0qeVKv5av552jDT/-Lyzct48seUdLNwiexYj/photoPlaque/20200220_105844266_eJhKyNUl4aSaAXmO84kpNEgCU4r2_Photo.jpg,Ventilateur mécanique
-Md2trdF12ugHJCq4VDD.-MlKs0Q_DSqYoUT0NVYB.-MlQPd486bOOnXRPDMo8,-L6W1CQs4rDtvyfhdSUI,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CQs4rDtvyfhdSUI,,VMC simple flux,1,VIM,JBRB ECOWATT PM22HL NU MONO,,,,,Equipements/-Md2trdF12ugHJCq4VDD/-MlKs0Q_DSqYoUT0NVYB/-MlQPd486bOOnXRPDMo8/photoPlaque/20211214_092741176_BcCStUZNgVbf9lUl27egaZkXC9p1_Photo.jpg,Ventilateur mécanique
-O2ja5mCIAwRhxo8w_7p.-O8vIAeO9MSAiFqKhyZ5.-OAWhUjl6AkHxiOXIid0,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,,DRV.400/30-8,540747.27-22,,,En service,Equipements/-O2ja5mCIAwRhxo8w_7p/-O8vIAeO9MSAiFqKhyZ5/-OAWhUjl6AkHxiOXIid0/photoPlaque/20241031_083442510_SLM7fcrrfqR25YRU4BnzMsInVBj2_Photo.jpg,Ventilateur mécanique
-NI7vcVs1DptNks8POCp.-NICnmAaG7WGXtIO0Gv0.-NJkdun2mbgeaMM-dH4p,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,FRANCE AIR,C200,,2005,,En service,Equipements/-NI7vcVs1DptNks8POCp/-NICnmAaG7WGXtIO0Gv0/-NJkdun2mbgeaMM-dH4p/photoPlaque/20230120_114731664_VjqIJhMZ0IXZrJXVmEJ8LXctiMv1_Photo.jpg,Ventilateur mécanique
-NF9FFJHHL044k5CkF1P.-NH--9KAnb1N35g5zUNs.-NIHgVm3HvvGeYqtUSiN,-L6W1CQs4rDtvyfhdSUI,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CQs4rDtvyfhdSUI,,VMC simple flux,1,VIM,JBRB ECOWATT 22 HL IS Mono INTZ BDEZ Caisson C4 VAV,,2022,Sanitaires compartiment B2.1 Nord.,En service,Equipements/-NF9FFJHHL044k5CkF1P/-NH--9KAnb1N35g5zUNs/-NIHgVm3HvvGeYqtUSiN/photoPlaque/20221202_120024147_VZq3BNM0VPf2j7dWpSMZ7AFJoCv1_Photo.jpg,Ventilateur mécanique
-MWUI2K_YIzQumPz0Ha_.-MWy69OL-w9IVqotK3m_.-MWy7TA1_iHNH78Sg2nP,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,SAFTAIR,CAISSON DOS 200 R HL,,2020,,Consigné,Equipements/-MWUI2K_YIzQumPz0Ha_/-MWy69OL-w9IVqotK3m_/-MWy7TA1_iHNH78Sg2nP/photoPlaque/20210716_181542766_3pw9p7MGCjdXduMCSV7OfekCc2q1_Photo.jpg,Ventilateur mécanique
-NZPmWIDpTepAiKOSn-a.-N_tsn7_TjCix6f3TrPV.-NhQxPlQulalgDfsrEok,-L6W1CQs4rDtvyfhdSUI,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CQs4rDtvyfhdSUI,,VMC simple flux,1,ATLANTIC,PC 4502,238120001,,,En service,Equipements/-NZPmWIDpTepAiKOSn-a/-N_tsn7_TjCix6f3TrPV/-NhQxPlQulalgDfsrEok/photoPlaque/20231023_095651257_PDFK2i1oi2OY0NH5JJM2dva9T5W2_Photo.jpg,Ventilateur mécanique
-O3mS89grpgdAupBSewd.-O5Tlrk4O4WVeGQZFQHN.-O5TmXEt2GxnQwiKN29O,-L6W1CR7OzBB6_M56xjz,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CR7OzBB6_M56xjz,,Extracteur,1,EUROVENTILATORI,EVL 355/A ES4,16128572,2017,,En service,Equipements/-O3mS89grpgdAupBSewd/-O5Tlrk4O4WVeGQZFQHN/-O5TmXEt2GxnQwiKN29O/photoPlaque/20240927_084611484_BVwzjTeFPkOiydWVgOPoQLKENeZ2_Photo.jpg,Ventilateur mécanique
-O2TYvwQjNQjQEC0fzwp.-O2Ttgnk7V3tQL0LEdWr.-O2TuL7qIZFGX9vbrmz_,-L6W1CQGRejlz0MPQ5vW,-L6W1C0X9zmAZC-JClDm,-L6SNFxpdqo1MAwMj0gT,-L6W1CQGRejlz0MPQ5vW,,Sorbonne de laboratoire,1,,,,,,Hors service,Equipements/-O2TYvwQjNQjQEC0fzwp/-O2Ttgnk7V3tQL0LEdWr/-O2TuL7qIZFGX9vbrmz_/photoPlaque/20241028_092800464_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,Ventilateur mécanique
-NqhcX4Q9tiRnL5gOwzs.-NqhdEwrjPhSAi_DDf-x.-NwFpixxT5ZBVfBHLKh7,-L6W1BK5NuH10_W-2Vr2,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BK5NuH10_W-2Vr2,,Compteur électrique,1,SCHNEIDER,IEM3250,0922274042,11/2023,groupe froid bâtiment N°01,En service,Equipements/-NqhcX4Q9tiRnL5gOwzs/-NqhdEwrjPhSAi_DDf-x/-NwFpixxT5ZBVfBHLKh7/photoPlaque/20240424_160340768_P9qJyDHknVgDXvCDh6dYVslFx2O2_Photo.jpg,Compteur
-MiMJETQ8H-pSy7C_446.-MiaTkIbacouVDKUUrTE.-Mlth9YeHAuxtmjQ4YLG,-L6SNIZaDJmq02oH7A1D,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6SNIZaDJmq02oH7A1D,,Compteur d'eau,1,Zener,,,,,En service,Equipements/-MiMJETQ8H-pSy7C_446/-MiaTkIbacouVDKUUrTE/-Mlth9YeHAuxtmjQ4YLG/photoPlaque/20211013_125156796_LUzSOcLi5cTqGstjvsL3QHv62zI2_Photo.jpg,Compteur
-Na6vagVDtp4n7uCfT4g.-NbFT2kSmU8nkK0V0QCN.-NfFzsAVSy-hjgKQQSQ0,-Lwry5uN62JInEG6vc1V,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-Lwry5uN62JInEG6vc1V,,Compteur eau général,1,,,,,,En service,Equipements/-Na6vagVDtp4n7uCfT4g/-NbFT2kSmU8nkK0V0QCN/-NfFzsAVSy-hjgKQQSQ0/photoPlaque/20231109_150558483_HttXMCdc3OfszshG25tGpqw9zTz1_Photo.jpg,Compteur
-O0DN0z5YjtRzGwrJGy3.-O3hNdKpFPrv6CyP8hKE.-O3lRcCSzIvIdhz8GvKT,-L6SNIZaDJmq02oH7A1D,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6SNIZaDJmq02oH7A1D,,Compteur d'eau,1,,,,,,Isolé hydrauliquement,Equipements/-O0DN0z5YjtRzGwrJGy3/-O3hNdKpFPrv6CyP8hKE/-O3lRcCSzIvIdhz8GvKT/photoPlaque/20240808_100650707_AvIyIWNKi6bujs4ooloOzTxDxsn1_Photo.jpg,Compteur
-MVvOcBZjertLOXMGraJ.-MX6KoKhL6R8ZbA60Yj-.-MX6MuLdSJ3SLtWzNWr0,-L6W1BK5NuH10_W-2Vr2,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BK5NuH10_W-2Vr2,,Compteur électrique,1,SOCOMEC,COUNTIS E23,ALAUB00391,2021,,En service,Equipements/-MVvOcBZjertLOXMGraJ/-MX6KoKhL6R8ZbA60Yj-/-MX6MuLdSJ3SLtWzNWr0/photoPlaque/20210504_093505011_n8CVOwVIp3gOf7AdUG6xRMfZsny1_Photo.jpg,Compteur
-Nity2HpFMzsdlgQZWLW.-Nj6mvZUJTyYJZEWNJrW.-NjD4qOGfQcUDq78_evq,-L6W1BKQmyYoeBokNXSJ,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BKQmyYoeBokNXSJ,,Compteur d'énergie,2,SENSUS,POLLUTHERM H,CEM190102,2019,,En service,Equipements/-Nity2HpFMzsdlgQZWLW/-Nj6mvZUJTyYJZEWNJrW/-NjD4qOGfQcUDq78_evq/photoPlaque/20231114_134923612_piCQULVoQ4VLC9PrfYNC3PpHROU2_Photo.jpg,Compteur
-Mq-b8YK-Bw25PzAjmUO.-NoMkP9Thqe72KiEQQnx.-NjvBzRWGutN_RD03dEZ,-L6W1BK5NuH10_W-2Vr2,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BK5NuH10_W-2Vr2,,Compteur électrique,1,IME,CONTO D4,CPT241,2022,CVC AEL02 Niv SS1,En service,Equipements/-Mq-b8YK-Bw25PzAjmUO/-NoMkP9Thqe72KiEQQnx/-NjvBzRWGutN_RD03dEZ/photoPlaque/20231123_080259860_WwKHSDPHtvOOGFbMfPluwtNWJcv1_Photo.jpg,Compteur
-O9ofz8DpeSfAsaUnkqu.-O9ohiL69hswOOECFbJi.-OB65wHoJPFCkKOFEHg_,-LwryFmH56c4GGtQjVRN,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-LwryFmH56c4GGtQjVRN,,Compteur gaz général,,,,,,,En service,Equipements/-O9ofz8DpeSfAsaUnkqu/-O9ohiL69hswOOECFbJi/-OB65wHoJPFCkKOFEHg_/photoPlaque/20241107_145347210_ThTKL08VbZSFYQQDirG5RKLqjAk2_Photo.jpg,Compteur
-NqCxTdd5hB_kcmjnXBP.-NtH6hGBHX6qhKDgeeSg.-NtH6kovzGyDCh-hKBZo,-L6W1BK5NuH10_W-2Vr2,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BK5NuH10_W-2Vr2,,Compteur électrique,1,SCHNEIDER,IEM3150,0421041174,2004,"prise de courant normal, quatrième étage zone Gambetta",En service,Equipements/-NqCxTdd5hB_kcmjnXBP/-NtH6hGBHX6qhKDgeeSg/-NtH6kovzGyDCh-hKBZo/photoPlaque/20240410_150801128_uiUlYBYwVVY76NF4zSh87hrbPUg1_Photo.jpg,Compteur
-Nq2cU-3DqHZBC-Neg0I.-NtHSLyJBX9HP1afkDVO.-NvfOFgbVX1SyxWukIFy,-L6W1BK5NuH10_W-2Vr2,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BK5NuH10_W-2Vr2,,Compteur électrique,1,SOCOMEC,countis E03,ARVA900490,,,,Equipements/-Nq2cU-3DqHZBC-Neg0I/-NtHSLyJBX9HP1afkDVO/-NvfOFgbVX1SyxWukIFy/photoPlaque/20240417_113114801_kDXhR7c8l9OEaxTFwppzzFTBbm83_Photo.jpg,Compteur
-NrL87YFD5NPa_ddF2zW.-NtaXtqU6JieXIOtNZ2Q.-O-FAuutBbMjFwKjKcVi,-L6SNIZaDJmq02oH7A1D,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6SNIZaDJmq02oH7A1D,,Compteur d'eau,1,,,DH1612200080,,,En service,Equipements/-NrL87YFD5NPa_ddF2zW/-NtaXtqU6JieXIOtNZ2Q/-O-FAuutBbMjFwKjKcVi/photoPlaque/20240613_060144922_xEaVkQozEoVRXkWGnJQalt5RUiy1_Photo.jpg,Compteur
-Md2trdF12ugHJCq4VDD.-Me0uXZTWec5NY_yjDlB.-MezPKIGBziwdEsdN2TS,-L6SNGIjZLVi04tTfF7D,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,,,Compteur,1,,,,,,En service,Equipements/-Md2trdF12ugHJCq4VDD/-Me0uXZTWec5NY_yjDlB/-MezPKIGBziwdEsdN2TS/photoPlaque/20211109_142534092_A6TitEGN6SMHxs34o53t9K5nQKo2_Photo.jpg,Compteur
-NJebekjFELv5CjnZuhx.-NJj8_wv4ng7_mgsNBHU.-NL_fg4C82laa3W9cELf,-L6SNGIjZLVi04tTfF7D,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,,,Compteur,1,SAPPEL,Pallas,,,,En service,Equipements/-NJebekjFELv5CjnZuhx/-NJj8_wv4ng7_mgsNBHU/-NL_fg4C82laa3W9cELf/photoPlaque/20230112_111339371_gfcQewrHMUNDNNkeYSgw5F0ZWH03_Photo.jpg,Compteur
-O3g2NxiytmF6f3aVqVL.-O5EEq2_St1Tn80G1hAc.-O5EFM2433KC7cVDddcT,-L6W1BKQmyYoeBokNXSJ,-L6W1BJQbGzHDGMqrJlu,-L6SNGIjZLVi04tTfF7D,-L6W1BKQmyYoeBokNXSJ,,Compteur d'énergie,,"SHARKY
",,,2023,,A l'arrêt,Equipements/-O3g2NxiytmF6f3aVqVL/-O5EEq2_St1Tn80G1hAc/-O5EFM2433KC7cVDddcT/photoPlaque/20240927_110308756_Y9zXNiblaOfNbtWCRKPFI1FT7ln2_Photo.jpg,Compteur
-O3mS2bRSO1rSQQChPze.-O5XNW5WkINdFwU0hKKT.-O5XNhdjEd3l0WyWRe4u,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,HYDRONIC,JS400,120 SD D6 DD1983 A7,2006,,En service,Equipements/-O3mS2bRSO1rSQQChPze/-O5XNW5WkINdFwU0hKKT/-O5XNhdjEd3l0WyWRe4u/photoPlaque/20241008_105043893_7JVzA7TFCOg9hoOQIGzU9VJ1OVc2_Photo.jpg,CTA
-NG1taFfDNV36gzkBeAu.-NGRoZ2HQJQavzSRBZhJ.-NGRrC18kybEQG8x96bQ,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,HYDRONIC,CCM 20 FLASH CA,H9803343,,,En service,Equipements/-NG1taFfDNV36gzkBeAu/-NGRoZ2HQJQavzSRBZhJ/-NGRrC18kybEQG8x96bQ/photoPlaque/20230109_154255665_mWQ2QV7Ayhav5VVakHUT26z8Nwq1_Photo.jpg,CTA
-O2TYvwQjNQjQEC0fzwp.-O2TtaoBryUeafyU92IX.-O2TuKWQXf4Gtdvkq1Ys,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,ABB,EUGA-50-290-1-1-1-2-0,y 0525. 1203-022,1995,,En service,Equipements/-O2TYvwQjNQjQEC0fzwp/-O2TtaoBryUeafyU92IX/-O2TuKWQXf4Gtdvkq1Ys/photoPlaque/20240822_112945539_BVwzjTeFPkOiydWVgOPoQLKENeZ2_Photo.jpg,CTA
-NU5yaBEVAGXOw2cRLQw.-NV-O6fDe1cFrqgORPqs.-NYqw6omr0ID_-1ctc9l,-L6SO0mX5iDpYBDnOjam,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,-L6SO0mX5iDpYBDnOjam,,CTA double flux,1,ROBATHERM,RMC 06/09,79753  4,2010,,En service,Equipements/-NU5yaBEVAGXOw2cRLQw/-NV-O6fDe1cFrqgORPqs/-NYqw6omr0ID_-1ctc9l/photoPlaque/20230626_090314672_BfPaKh88v1a7EcpIwxmlVb2M55F3_Photo.jpg,CTA
-NgxIN7NCLbcyuguT0dS.-NjJY9v8PQnZ57JZ5cLh.-NjuekxGmSm_Ar2u8PYt,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,VIM ,92-$T-CLOUD,F4.114AA,,,En service,Equipements/-NgxIN7NCLbcyuguT0dS/-NjJY9v8PQnZ57JZ5cLh/-NjuekxGmSm_Ar2u8PYt/photoPlaque/20240103_155322097_IDd9G70Av8Mg0uIbrbjujmePl1t2_Photo.jpg,CTA
-N-MwAOCFCaWAqu0bPih.-N-O2AVVZ4qbCuQHu0gd.-N-XHRdNgOiaqCRzBetu,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,Atc,RIS 700VER EKO3.0,,,,,Equipements/-N-MwAOCFCaWAqu0bPih/-N-O2AVVZ4qbCuQHu0gd/-N-XHRdNgOiaqCRzBetu/photoPlaque/20220427_084830259_XyIvnxa2hwW2mNARLy6lT8pOBCI3_Photo.jpg,CTA
-Na6vagVDtp4n7uCfT4g.-NbFT2irmF2ET6u1mCit.-NbFcsyBpx_L5BfuQFyu,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,GEA,FLEX-GEKO,,,,Anormalement à l'arrêt,Equipements/-Na6vagVDtp4n7uCfT4g/-NbFT2irmF2ET6u1mCit/-NbFcsyBpx_L5BfuQFyu/photoPlaque/20230927_142807363_4c3uglOM9Ffw6k8vIYxSWTAjAck1_Photo.jpg,CTA
-O7cW8jklzc7EL2OF59X.-O7wdME_ZHCI4GLFQ5vZ.-O7yVVvlIg8eKSfkvhux,-L6SO0mX5iDpYBDnOjam,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,-L6SO0mX5iDpYBDnOjam,,CTA double flux,1,CIAT,CLIMACIAT GI 50,,2003,SOCIETE GENERALE - Toiture terasse,A l'arrêt,Equipements/-O7cW8jklzc7EL2OF59X/-O7wdME_ZHCI4GLFQ5vZ/-O7yVVvlIg8eKSfkvhux/photoPlaque/20241004_144829618_PDFK2i1oi2OY0NH5JJM2dva9T5W2_Photo.jpg,CTA
-NgxIN7NCLbcyuguT0dS.-NjJY9v8PQnZ57JZ5cLh.-Njt0_bHN9zvMjaLEZyc,-L6SNEsBahuWJnp4gKy5,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,,,CTA,1,solyvent ,KBA,,,Amphithéâtre Landais ,En service,Equipements/-NgxIN7NCLbcyuguT0dS/-NjJY9v8PQnZ57JZ5cLh/-Njt0_bHN9zvMjaLEZyc/photoPlaque/20231123_101554463_IDd9G70Av8Mg0uIbrbjujmePl1t2_Photo.jpg,CTA
-NkGb9w0z_MPUjWpgvJi.-NkGcUNq_xrxj1vrjyUm.-Nns-e-8n9Ubr1eyKkft,-L6SO0mX5iDpYBDnOjam,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,-L6SO0mX5iDpYBDnOjam,,CTA double flux,1,AIRCALO,FIDJI 150,C21-5341/105/0001/JP6DIC21-5341.02,2022,,En service,Equipements/-NkGb9w0z_MPUjWpgvJi/-NkGcUNq_xrxj1vrjyUm/-Nns-e-8n9Ubr1eyKkft/photoPlaque/20240111_101425081_nDtzHED0XFamBJ3OQA1oLDlCJYu1_Photo.jpg,CTA
-MpFvwV6MIwaGdtT9Wes.-MpGES8HmDEeIhhisJ13.-MpHXiwXuBB0t6mrGdHk,-L6SO0mX5iDpYBDnOjam,-L6W1C0X9zmAZC-JClDm,-L6SNEsBahuWJnp4gKy5,-L6SO0mX5iDpYBDnOjam,,CTA double flux,1,Carrier,39FD220,,1991,,En service,Equipements/-MpFvwV6MIwaGdtT9Wes/-MpGES8HmDEeIhhisJ13/-MpHXiwXuBB0t6mrGdHk/photoPlaque/20211129_122834894_UwMqFOHMBRMice7Oud8okTW2xuj2_Photo.jpg,CTA
