id,admin_equipment,lot,type_1,type_2,type_3,generic_name,quantity,brand,model,serial_number,commissioning_year,served_zones,status,photoPlaque,type_name
-NzgihSnqraEAKmq6A2H.-O-KdKbf0bTZiHQ0hceJ.-O0sbl4ePk0-E71ypIIM,-LtpzZeO_it_56CGu_so,-L6W1EKYi_ItNbhdlkXB,-LtpzZeO_it_56CGu_so,,,,1,GRUNDFOS,UP 20-15,59641500,,,En service,Equipements/-NzgihSnqraEAKmq6A2H/-O-KdKbf0bTZiHQ0hceJ/-O0sbl4ePk0-E71ypIIM/photoPlaque/20241001_115324050_C64O2D65UsZ9LH9FBnldhaNcmIH3_Photo.jpg,
-MvsewsDw-nHBNEIO-fZ.-Mz-D3xYIYdAFIfQhIk1.-Mz-DDi9a12ruNHVdKO_,-L6W1FGL2ym6i_cuj-Qu,-L6W1F9Qqcg78AgjjhF9,-L6W1FGL2ym6i_cuj-Qu,,,,1,ARB,SEC - 2,,,,En service,Equipements/-MvsewsDw-nHBNEIO-fZ/-Mz-D3xYIYdAFIfQhIk1/-Mz-DDi9a12ruNHVdKO_/photoPlaque/20220630_123025073_QvBRp7ZP5AgXwv09PREvlm9PrTv2_Photo.jpg,
-NXUbamW5rNIDkJl6kVV.-NXUcBpg15mvFFxDOo0j.-N_nZc92YF3SUjiscCmQ,-LtpzZeO_it_56CGu_so,-L6W1EKYi_ItNbhdlkXB,-LtpzZeO_it_56CGu_so,,,,19,GROHE / PAINI,nc,,,,,Equipements/-NXUbamW5rNIDkJl6kVV/-NXUcBpg15mvFFxDOo0j/-N_nZc92YF3SUjiscCmQ/photoPlaque/20230829_124203199_Ogm0HaSsWrfxb8dXkneoCXFa8pp1_Photo.jpg,
-OBeJD-l2RGVsJxmsfAo.-OBvTgeJvrGwCZHTh6Vn.-OBzbqYucF7IIrUHx18L,-L6W1FGL2ym6i_cuj-Qu,-L6W1F9Qqcg78AgjjhF9,-L6W1FGL2ym6i_cuj-Qu,,,,1,KARDEX,SYS-502-2816-16,94.013342/004,1995,,Consigné,Equipements/-OBeJD-l2RGVsJxmsfAo/-OBvTgeJvrGwCZHTh6Vn/-OBzbqYucF7IIrUHx18L/photoPlaque/20241119_080517190_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,
-Na6vagVDtp4n7uCfT4g.-NbFT2iufJK_JKMYN8tN.-NbFcuMXdz0chfna5Bg1,-L6SNOPj9fX9vQHvm8B7,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,-L6SNOPj9fX9vQHvm8B7,,Chaudière gaz,1,viessman,RL427,722375300190,1997,,En service,Equipements/-Na6vagVDtp4n7uCfT4g/-NbFT2iufJK_JKMYN8tN/-NbFcuMXdz0chfna5Bg1/photoPlaque/20230920_140116876_nmp4X72GCkZMBDCyW7LJCZ8eXsj2_Photo.jpg,Chaudière
-N_XnUBjAVfdTnUMT1Ym.-N_Y37GXVHb9uh025DBG.-N_Y3KDf3UXvVcvKXWnM,-L6SNOPj9fX9vQHvm8B7,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,-L6SNOPj9fX9vQHvm8B7,,Chaudière gaz,1,Chappée,,173100608,,,A l'arrêt,Equipements/-N_XnUBjAVfdTnUMT1Ym/-N_Y37GXVHb9uh025DBG/-N_Y3KDf3UXvVcvKXWnM/photoPlaque/20240306_084206232_QA3hQzEDpNVxsxsI36egxIlPy7I2_Photo.jpg,Chaudière
-MOVFqX6Z8nug42h90JR.-MQv3NxQ3ecPzCGAQS17.-MQvA29EY1m4f_EXzuxh,-L6SNGZ9_qs8nuR20sRr,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,,,Chaudière,1,ATLANTIC GUILLOT,MODULO CONTROL M450 type B23,M443410046,2015,,En service,Equipements/-MOVFqX6Z8nug42h90JR/-MQv3NxQ3ecPzCGAQS17/-MQvA29EY1m4f_EXzuxh/photoPlaque/20210121_095429727_VZq3BNM0VPf2j7dWpSMZ7AFJoCv1_Photo.jpg,Chaudière
-Nevu-HsTbhcP_zPJfLu.-NfAkGwl5XwjNXYv-YyK.-NfGiWe5gew4BinnXrm0,-L6SNGZ9_qs8nuR20sRr,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,,,Chaudière,1,SAUNIER DUVAL,F 35 E H-MOD,18LD87TNO0<< 1610 005034N1,2008,,En service,Equipements/-Nevu-HsTbhcP_zPJfLu/-NfAkGwl5XwjNXYv-YyK/-NfGiWe5gew4BinnXrm0/photoPlaque/20231005_083304588_g9VLAMtWtlTiiKNXEfb8vpw3ngz2_Photo.jpg,Chaudière
-NNCg3ev0S1nLs8Bth1r.-NNb0LJQphYiy1hWit9K.-NNpi64cx3pqy8t9wEts,-L6SNOPj9fX9vQHvm8B7,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,-L6SNOPj9fX9vQHvm8B7,,Chaudière gaz,1,VIESSMANN,VITOPLEX 100,7324734100128,2002,,En service,Equipements/-NNCg3ev0S1nLs8Bth1r/-NNb0LJQphYiy1hWit9K/-NNpi64cx3pqy8t9wEts/photoPlaque/20230209_103132254_3xZUk7zgpTYJwTZpcFb9Le5RXEx1_Photo.jpg,Chaudière
-MdX7QxJWn9q4eVfyvaG.-MdXATnUWwH1kmXrUDcr.-Mj31KG2PdZY6HTdwfRy,-Lmdu-JsXdW0-iLY5T4B,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,-Lmdu-JsXdW0-iLY5T4B,,Chaudière murale,1,Saunier duval,ISOFAST F 28 E1,,,,En service,Equipements/-MdX7QxJWn9q4eVfyvaG/-MdXATnUWwH1kmXrUDcr/-Mj31KG2PdZY6HTdwfRy/photoPlaque/20210908_061259962_uxo1457JI3hzs7tVyGyxwZtWxwN2_Photo.jpg,Chaudière
-NkFJ_52TGJQbcH39psV.-NkGXkq9ho5fqM5adzef.-NkGY425B3FPGrqNGMG-,-L6SNGZ9_qs8nuR20sRr,-L6W1C0X9zmAZC-JClDm,-L6SNGZ9_qs8nuR20sRr,,,Chaudière,1,DE DIETRICH,MCA 90,1224705125390,,,En service,Equipements/-NkFJ_52TGJQbcH39psV/-NkGXkq9ho5fqM5adzef/-NkGY425B3FPGrqNGMG-/photoPlaque/20231214_133547784_g9VLAMtWtlTiiKNXEfb8vpw3ngz2_Photo.jpg,Chaudière
-NnEPwGoEBkRLVH_jb4B.-NnL0r3gJIn4Ushj8RUH.-Nr0kUhJ95afxkV48MIT,-LmokCPziN_CuQScB4z9,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,-LmokCPziN_CuQScB4z9,,Éclairage intérieur - zone de travail,2,Philips ,RCI165V  LED34S/840,,,Bureau N.02.206 ,,Equipements/-NnEPwGoEBkRLVH_jb4B/-NnL0r3gJIn4Ushj8RUH/-Nr0kUhJ95afxkV48MIT/photoPlaque/20240214_115647.jpg,Éclairage intérieur
-Na6vagVDtp4n7uCfT4g.-NbFT2kJ6KN4rs6gYnEA.-NfQWzutpNSkFYAIsMrK,-LmokayLo-_9vAF2CCJ_,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,-LmokayLo-_9vAF2CCJ_,,Éclairage intérieur - ambiance ou décoratif,1,,DULUX 55W/830,,,,En service,Equipements/-Na6vagVDtp4n7uCfT4g/-NbFT2kJ6KN4rs6gYnEA/-NfQWzutpNSkFYAIsMrK/photoPlaque/20230928_132445622_HttXMCdc3OfszshG25tGpqw9zTz1_Photo.jpg,Éclairage intérieur
-Md2trdF12ugHJCq4VDD.-MlKs0Q7fqd-8UuxHOEu.-MqDr7S-lYHGJREJ-Ii8,-Lmojtsqg01Hhh6h6WsV,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,,,Éclairage intérieur,21,,,,,,,Equipements/-Md2trdF12ugHJCq4VDD/-MlKs0Q7fqd-8UuxHOEu/-MqDr7S-lYHGJREJ-Ii8/photoPlaque/20211206_093222487_AkpcRndgYGVj716MTXHp018pP0A2_Photo.jpg,Éclairage intérieur
-Np3rui4Ld0PBP8lL6rJ.-Np3uuxycTFkE7hm3IHS.-NpZ8tmoiFO1X5qbFqHp,-Lmojtsqg01Hhh6h6WsV,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,,,Éclairage intérieur,23,PHILIPS,Hublot,0001164023,,,En service,Equipements/-Np3rui4Ld0PBP8lL6rJ/-Np3uuxycTFkE7hm3IHS/-NpZ8tmoiFO1X5qbFqHp/photoPlaque/20240328_102806636_3tOV6Unp4ZaHAJ9WQ8qLl7B0zS32_Photo.jpg,Éclairage intérieur
-MVGineFeB_qOwVS0yw6.-N2qqUkjRfSOgwrU3Yx8.-N3cOZkPAWd_xoItJHKX,-LmokqwwfSRgJ9RryDVz,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,-LmokqwwfSRgJ9RryDVz,,Éclairage sanitaires,16,,,,,,En service,Equipements/-MVGineFeB_qOwVS0yw6/-N2qqUkjRfSOgwrU3Yx8/-N3cOZkPAWd_xoItJHKX/photoPlaque/20220603_071033200_QFQ2QOBva4RRQbRfFFh4JmoUtUo1_Photo.jpg,Éclairage intérieur
-NvkUhFM9gUYR2U5p1tU.-NvlT4BR9Bpc7J7cu3q0.-O28znetPLzlK-E0J7N_,-Lmojtsqg01Hhh6h6WsV,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,,,Éclairage intérieur,6,ARNC,,,,accueil espace multimédia ,En service,Equipements/-NvkUhFM9gUYR2U5p1tU/-NvlT4BR9Bpc7J7cu3q0/-O28znetPLzlK-E0J7N_/photoPlaque/20240719_100005979_0hJSuW9OGgXAyJm5iIHIpjn1vF13_Photo.jpg,Éclairage intérieur
-NYs3Sh08EVFdDzPilcb.-N_nJ1T4pfileBX_u76F.-NfPZu5KizbNthvRRO8v,-Lmojtsqg01Hhh6h6WsV,-L6W1CskVQMe43Y3oFbu,-Lmojtsqg01Hhh6h6WsV,,,Éclairage intérieur,11,,,,,,En service,Equipements/-NYs3Sh08EVFdDzPilcb/-N_nJ1T4pfileBX_u76F/-NfPZu5KizbNthvRRO8v/photoPlaque/20231010_071750767_pQOLDjALH1d1UHC9Og14CiOcybw1_Photo.jpg,Éclairage intérieur
-NfteKxJkmoFeqMJBXLd.-NgOU35n9qkhOoFllbfx.-NjMFzeeFv_gHQ-eqfR7,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,0,WATTS,BA D09,,,,Standby,Equipements/-NfteKxJkmoFeqMJBXLd/-NgOU35n9qkhOoFllbfx/-NjMFzeeFv_gHQ-eqfR7/photoPlaque/20231116_093415176_NRPkTgjgMlayZbwxzM0F6jNnHX52_Photo.jpg,Dispositif anti-pollution
-N6DMqdDp8Da9QwmPKzV.-N6E-JbWXNIrbF-VadAQ.-N96IprYrFo5a-Zmeu6v,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,,WATIS,BA,40405225 WA05020910,,,,Equipements/-N6DMqdDp8Da9QwmPKzV/-N6E-JbWXNIrbF-VadAQ/-N96IprYrFo5a-Zmeu6v/photoPlaque/20220810_103219290_hXIB9N1X8zPlPGusFYWw1kxaaam2_Photo.jpg,Dispositif anti-pollution
-MTG2iY3HB9Qw-qgjqAh.-MTG52vhTsAQAoYd6YlY.-MTeWK6XK2Zx-CwF-rHo,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,1,WATTS,BA/BM020,19076568,?,,En service,Equipements/-MTG2iY3HB9Qw-qgjqAh/-MTG52vhTsAQAoYd6YlY/-MTeWK6XK2Zx-CwF-rHo/photoPlaque/20210216_110746667_ZMc5RtcKEGfW3cGZfUdcGjKjUVo2_Photo.jpg,Dispositif anti-pollution
-O8bTVat4nj4iTyNrmkN.-O8boKYQbBurq1g5wYUz.-OCXvVyxjwBWOJbE5CSD,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,1,WATTS,BM020,20066684 631251,,,En service,Equipements/-O8bTVat4nj4iTyNrmkN/-O8boKYQbBurq1g5wYUz/-OCXvVyxjwBWOJbE5CSD/photoPlaque/20241125_104705870_YV35mTnaF3P87YNnEgGdkTV9KRr1_Photo.jpg,Dispositif anti-pollution
-MVGineFeB_qOwVS0yw6.-MVbXyCAPiAuEuThAD1M.-MVbdXoaw3S8zkviBUVq,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,1,SOCLA,,,,,En service,Equipements/-MVGineFeB_qOwVS0yw6/-MVbXyCAPiAuEuThAD1M/-MVbdXoaw3S8zkviBUVq/photoPlaque/20210511_073038845_UwMqFOHMBRMice7Oud8okTW2xuj2_Photo.jpg,Dispositif anti-pollution
-Mltzsbi_kqDFBR-69jZ.-Mm1jY58nzEF3cGnibyH.-MpjRqR0aKhbO-vyryvf,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,1,WATTS,BA/BM 040,14012514,,,Hors service,Equipements/-Mltzsbi_kqDFBR-69jZ/-Mm1jY58nzEF3cGnibyH/-MpjRqR0aKhbO-vyryvf/photoPlaque/20211130_060637947_16uDQby2z6XAGOH0X0fRiwW5TSK2_Photo.jpg,Dispositif anti-pollution
-NgdLuLeoQfaDDVvH7-D.-NgdN-N2cW_3ngUBz7Ph.-NgdNNXT5JnsRHpOveeq,-Lmp23YFVuDFElTt1V14,-L6W1EKYi_ItNbhdlkXB,-Lmp1wDerfKiTqIKSClR,-Lmp23YFVuDFElTt1V14,,Disconnecteur,1,SOCLA,BA 4760,K5281 ,,,En service,Equipements/-NgdLuLeoQfaDDVvH7-D/-NgdN-N2cW_3ngUBz7Ph/-NgdNNXT5JnsRHpOveeq/photoPlaque/20231208_101638768_buVXW27zeBcHi6zswuGFaWejV223_Photo.jpg,Dispositif anti-pollution
-MYjr90sVTsupkqU4Ric.-MZ-miwpqw6zdY4kfXYk.-MeipMv98breCBf-C3Gp,-L6W1EfSGAW42lb47BI0,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-L6W1EfSGAW42lb47BI0,,Évier,1,,,,,,,Equipements/-MYjr90sVTsupkqU4Ric/-MZ-miwpqw6zdY4kfXYk/-MeipMv98breCBf-C3Gp/photoPlaque/20210716_102123161_R8vlAN7B4OcEtarW8LlClNSIZwz1_Photo.jpg,Équipement sanitaire
-NN6UBUSQOmJUKBm14-a.-NQ-YBut-6CbVQ45Cd7n.-NQ-Z17DiomJePdaudaR,-L6SNp-Zn3Q0wa0rQUlC,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-L6SNp-Zn3Q0wa0rQUlC,,Douche,1,,,,,,Hors service,Equipements/-NN6UBUSQOmJUKBm14-a/-NQ-YBut-6CbVQ45Cd7n/-NQ-Z17DiomJePdaudaR/photoPlaque/20230428_124230103_rRXvzz5L1VMV5PSyIvpXaIiUJOo2_Photo.jpg,Équipement sanitaire
-MloTHkmJTesIXIhFAsa.-MnfkkSAtgJvWidwnVy1.-Mnfu4tkekxInUuu41Wj,-Lb2XaeFqqW1mPadvk_0,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-Lb2XaeFqqW1mPadvk_0,,Bloc sanitaire,2,,,,,,En service,Equipements/-MloTHkmJTesIXIhFAsa/-MnfkkSAtgJvWidwnVy1/-Mnfu4tkekxInUuu41Wj/photoPlaque/20211125_082725259_QGiLbI0tmmc8DN99wqw913dJDhp2_Photo.jpg,Équipement sanitaire
-NqhcX4Q9tiRnL5gOwzs.-NqhdEwrjPhSAi_DDf-x.-NvWcRfvRwIPQuvdsIO4,-Lb2XaeFqqW1mPadvk_0,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-Lb2XaeFqqW1mPadvk_0,,Bloc sanitaire,2,SIAMP,,,2023,R+5,En service,Equipements/-NqhcX4Q9tiRnL5gOwzs/-NqhdEwrjPhSAi_DDf-x/-NvWcRfvRwIPQuvdsIO4/photoPlaque/20240415_140208474_hBbMalLmf7hf77s5Y1LQINqkOiq2_Photo.jpg,Équipement sanitaire
-M_zqFC4g42Yo9nvwdQM.-M_zsostwr-y82JTMesJ.-Ma3r78RdrbKfSYx-zcY,-Lb2XaeFqqW1mPadvk_0,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-Lb2XaeFqqW1mPadvk_0,,Bloc sanitaire,1,,,,2021,,En service,Equipements/-M_zqFC4g42Yo9nvwdQM/-M_zsostwr-y82JTMesJ/-Ma3r78RdrbKfSYx-zcY/photoPlaque/20220328_135042693_BDomWwaB5CWikku1f6qg9bTREMA2_Photo.jpg,Équipement sanitaire
-O5x0p7noHIryXwMXDa9.-O5xpCBXUWN44Vhyq10v.-O8CFYvZOH8AyHZ1upMO,-Lb2XaeFqqW1mPadvk_0,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-Lb2XaeFqqW1mPadvk_0,,Bloc sanitaire,2,NC,,,,,,Equipements/-O5x0p7noHIryXwMXDa9/-O5xpCBXUWN44Vhyq10v/-O8CFYvZOH8AyHZ1upMO/photoPlaque/1000002414.jpg,Équipement sanitaire
-NqhcX4Q9tiRnL5gOwzs.-NqhdEwrjPhSAi_DDf-x.-NvBIprPEbeRqpHhYimK,-Lb2XaeFqqW1mPadvk_0,-L6W1EKYi_ItNbhdlkXB,-L6SNGGt7kYx58aBgo8M,-Lb2XaeFqqW1mPadvk_0,,Bloc sanitaire,2,SIAMP,,,2023,R+7,En service,Equipements/-NqhcX4Q9tiRnL5gOwzs/-NqhdEwrjPhSAi_DDf-x/-NvBIprPEbeRqpHhYimK/photoPlaque/20240411_103957971_hBbMalLmf7hf77s5Y1LQINqkOiq2_Photo.jpg,Équipement sanitaire
-N0jABZ6CtGn3-gqsj_6.-N0jARGBr6EdBF-txc6e.-NM8KLAkn0al0gVzfBl3,-M6YyQy-B4nC0Szktjz-,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,-M6YyQy-B4nC0Szktjz-,,Armoire automate,1,OCCITALINE ,D39VD,,2022,,En service,Equipements/-N0jABZ6CtGn3-gqsj_6/-N0jARGBr6EdBF-txc6e/-NM8KLAkn0al0gVzfBl3/photoPlaque/20230119_102206425_19TnLvjx2jPKywTsv8u0fbmQI5O2_Photo.jpg,Système de régulation
-Lswk5W95-mSdL342B5V.-LqCUhigrXsBe92Dogo4.-LRRHtmud-Z6RJDgrQGO,-L6SNJxupR9B1OEOnWfD,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,,,Système de régulation,1,Legrand,Atlantic,,1998,,En service,Equipements/-Lswk5W95-mSdL342B5V/-LqCUhigrXsBe92Dogo4/-LRRHtmud-Z6RJDgrQGO/photoPlaque/Bruno Air 2_A2018M11J8H17M57S50_Photo 08-11-2018 17.58.57.jpg,Système de régulation
-Npd8tgqFZDz6nnYxCSx.-O78c6UqKJ6lydDEhQ_u.-O9Ez7Tilxsr3rdQAy8y,-L6W1CTSYhgA-RuUCJXk,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,-L6W1CTSYhgA-RuUCJXk,,Régulateur,1,satchwell,CSC 2176,561-2-71,,,En service,Equipements/-Npd8tgqFZDz6nnYxCSx/-O78c6UqKJ6lydDEhQ_u/-O9Ez7Tilxsr3rdQAy8y/photoPlaque/20241015_134307006_YHwLToq3rVMOrnCcfEwBo2Sr4YJ3_Photo.jpg,Système de régulation
-NBw5DQx5Aj8r89Vdji_.-NFIc-fXaoJ_UlGianuH.-NHY_OfsiK9vUvmlEtUD,-L6SNJxupR9B1OEOnWfD,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,,,Système de régulation,1,,,,,,En service,Equipements/-NBw5DQx5Aj8r89Vdji_/-NFIc-fXaoJ_UlGianuH/-NHY_OfsiK9vUvmlEtUD/photoPlaque/20221123_082354229_uxUxt2trPeOpkakHr0TqIZr5Srf2_Photo.jpg,Système de régulation
-Nw8pnvs5l6Hr_H5PdOh.-NxkN69zQjeOIgG5LbF5.-O9Ohszu-rwG2tBgriGh,-M6YyQy-B4nC0Szktjz-,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,-M6YyQy-B4nC0Szktjz-,,Armoire automate,1,Schneider,,,2024,,En service,Equipements/-Nw8pnvs5l6Hr_H5PdOh/-NxkN69zQjeOIgG5LbF5/-O9Ohszu-rwG2tBgriGh/photoPlaque/20241017_090439435_97f5gSWwJBT8rleD4rSIDEM6fxt1_Photo.jpg,Système de régulation
-NZPmWIDpTepAiKOSn-a.-NjDrj8XYXghiOBzI_bQ.-NjRxO-35bDz3H8JdUhp,-L6SOLX-XQcBmLndeQrx,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,-L6SOLX-XQcBmLndeQrx,,Automate,1,INVENSYS,,,,,En service,Equipements/-NZPmWIDpTepAiKOSn-a/-NjDrj8XYXghiOBzI_bQ/-NjRxO-35bDz3H8JdUhp/photoPlaque/20231117_110650440_PDFK2i1oi2OY0NH5JJM2dva9T5W2_Photo.jpg,Système de régulation
-NjRclw-jeUVwhTydccO.-NjSsYcQMIZ0MghiVQox.-NnJmmj_nVolBUI3UXTA,-L6W1CTSYhgA-RuUCJXk,-L6W1CSPSjeLdGQqPgSl,-L6SNJxupR9B1OEOnWfD,-L6W1CTSYhgA-RuUCJXk,,Régulateur,0,,,,,,En service,Equipements/-NjRclw-jeUVwhTydccO/-NjSsYcQMIZ0MghiVQox/-NnJmmj_nVolBUI3UXTA/photoPlaque/20240104_150546288_Im451r2YkuecmZGHyvDqLUVqejk2_Photo.jpg,Système de régulation
-Mq-b8YK-Bw25PzAjmUO.-Mq0GO_ZYmci1U36NtW6.-Mso2J58gxa4thvt8cvH,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CP69x2wLZh2J9ka,,Ventilateur de désenfumage (extraction),1,France Air,AXALU2-400,986089,2011,,Standby,Equipements/-Mq-b8YK-Bw25PzAjmUO/-Mq0GO_ZYmci1U36NtW6/-Mso2J58gxa4thvt8cvH/photoPlaque/20220107_102036384_WwKHSDPHtvOOGFbMfPluwtNWJcv1_Photo.jpg,Ventilateur de désenfumage mécanique
-N4zz2QwqUuRS_6v6YJI.-N5tbdPRAthG1491xANJ.-N5ts-TQGGPxEB8PkTzX,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CP69x2wLZh2J9ka,,Ventilateur de désenfumage (extraction),1,SAFTAIR,DOF 13,2007-057046524001,2005,cuisine R+2,En service,Equipements/-N4zz2QwqUuRS_6v6YJI/-N5tbdPRAthG1491xANJ/-N5ts-TQGGPxEB8PkTzX/photoPlaque/20220719_124153067_pflYtu9Z6jh4AQRitBlAoYzKPN52_Photo.jpg,Ventilateur de désenfumage mécanique
-MuRYv0DtX4-SMz2h2aH.-MuR_gyF1ck1-4wJvjmh.-MvTOgelfOFaLRtL2cCp,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CP69x2wLZh2J9ka,,Ventilateur de désenfumage (extraction),1,ALDES,,,,,Standby,Equipements/-MuRYv0DtX4-SMz2h2aH/-MuR_gyF1ck1-4wJvjmh/-MvTOgelfOFaLRtL2cCp/photoPlaque/20220209_121338368_piCQULVoQ4VLC9PrfYNC3PpHROU2_Photo.jpg,Ventilateur de désenfumage mécanique
-McFRQqntYPNVHId-gv5.-McFRcR9zmgp3LHbprxS.-MdNI_SV7sCnWWk78cDS,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CP69x2wLZh2J9ka,,Ventilateur de désenfumage (extraction),1,VIM,KDTR F400-280-3811-G,B00016541,2016,,,Equipements/-McFRQqntYPNVHId-gv5/-McFRcR9zmgp3LHbprxS/-MdNI_SV7sCnWWk78cDS/photoPlaque/20220616_154315942_wXztSA4Mf9cXJaLBsbiXAzbmcTI2_Photo.jpg,Ventilateur de désenfumage mécanique
-NrjpHCkajPVJ-7jENbe.-Ns3pjOEKOvk3SonUp8H.-NvpaJ6jo4sCHGcOPItS,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CP69x2wLZh2J9ka,,Ventilateur de désenfumage (extraction),1,SAFTAIR,,,2024,,En service,Equipements/-NrjpHCkajPVJ-7jENbe/-Ns3pjOEKOvk3SonUp8H/-NvpaJ6jo4sCHGcOPItS/photoPlaque/20240419_110424763_S52O5X3R3uch4LcJM1MWoz8MHp13_Photo.jpg,Ventilateur de désenfumage mécanique
-LuHZRYmZDiXR2Pw-1SG.-LuIHXPfm0Xt39t0fpDD.-LvjS2nUzQ1AucR55XQc,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CP69x2wLZh2J9ka,,Ventilateur de désenfumage (extraction),1,ALDES,CYCLONE F400,11039045,2010,,En service,Equipements/-LuHZRYmZDiXR2Pw-1SG/-LuIHXPfm0Xt39t0fpDD/-LvjS2nUzQ1AucR55XQc/photoPlaque/20200114_092559_YCHYZ4TjtWe0PH9S9qGKqPNhFWV2_Photo.jpg,Ventilateur de désenfumage mécanique
-MlVIvVW0E5Tacwib6xz.-MqJPxw7Jk05vvSHmN2L.-MjYL55J4dMb29Gl2Amf,-L6W1CP69x2wLZh2J9ka,-L6W1C0X9zmAZC-JClDm,-L6SNFvzGaHdq6FFsUV8,-L6W1CPM1Qd8TQiWabfn,,Ventilateur de désenfumage (extraction),1,,,,,,,Equipements/-MlVIvVW0E5Tacwib6xz/-MqJPxw7Jk05vvSHmN2L/-MjYL55J4dMb29Gl2Amf/photoPlaque/20211006_101720990_M7GRCfRsQXQHfPRdWzkfrJLuoeP2_Photo.jpg,Ventilateur de désenfumage mécanique
-NNLWOAI9c5SmS1ntxY1.-Ndo2Z3FysUoNJzRR8D3.-NelmYBYn0Avb_Ecxnxz,-Lmne_KzytINTOHOf5C6,-L6W1CskVQMe43Y3oFbu,-LmndNuABJpuvAbN3XyQ,-Lmne_KzytINTOHOf5C6,,Coffret de commande,1,,,,,,En service,Equipements/-NNLWOAI9c5SmS1ntxY1/-Ndo2Z3FysUoNJzRR8D3/-NelmYBYn0Avb_Ecxnxz/photoPlaque/20230920_085325963_pflYtu9Z6jh4AQRitBlAoYzKPN52_Photo.jpg,Coffret électrique
